Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
354031;45359213000142;UNIMED SO CARLOS - COOPERATIVA DE TRABALHO MDICO;UNIMED SAO CARLOS;Cooperativa Mdica;RUA VICENTE PELICANO;945;;AZULVILLE;So Carlos;SP;13571000;16.0;21077300.0;;ansunimedsc@unimedsaocarlos.com.br;BOLVAR SOARES MENDJOUD;PRESIDENTE;1.0;1998-12-22
323926;25329079000120;UNIMED SO JOO DEL REI - COOPERATIVA DE TRABALHO MDICO;UNIMED SO JOO DEL REI COOPERATIVA DE TRABALHO MEDICO;Cooperativa Mdica;AV. HERMILIO ALVES;210;;CENTRO;So Joo del Rei;MG;36307328;32.0;33728080.0;33712442.0;uni152@mgconecta.com.br;PAULO CSAR DE ARAJO RANGEL;PRESIDENTE;6.0;1998-12-17
327638;71186886000158;UNIMED SO JOO NEPOMUCENO COOPERATIVA DE TRABALHO MDICO LTDA.;UNIMED SO JOO NEPOMUCENO;Cooperativa Mdica;RUA CAPITAO BRAZ;68;;CENTRO;So Joo Nepomuceno;MG;36680000;32.0;32611516.0;32611516.0;gerencia@unimedsjn.coop.br;RENATO DE SOUZA GOMES;DIRETOR PRESIDENTE;5.0;1998-12-22
370088;25471574000179;UNIMED SO LOURENO COOPERATIVA DE TRABALHO MDICO;UNIMED CIRCUITO DAS AGUAS;Cooperativa Mdica;AV. ANTNIO JUNQUEIRA DE SOUZA;476;;CENTRO;So Loureno;MG;37470000;35.0;36958522.0;36958529.0;diretoria@unimedcircuito.coop.br;MUSSE JOS MATUCK;PRESIDENTE;5.0;1998-12-18
327352;66453168000160;UNIMED SO SEBASTIO DO PARASO COOPERATIVA DE TRABALHO MDICO;UNIMED SO SEBASTIO DO PARASO;Cooperativa Mdica;AV. DOUTOR DELFIM MOREIRA ;1400;;CENTRO;So Sebastio do Paraso;MG;37950000;35.0;35398400.0;;ans@unimedssp.coop.br;MATHEUS COLOMBAROLI;DIRETOR PRESIDENTE;5.0;1998-12-18
316881;66343559000122;UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MDICO;UNIMED TRES VALES;Cooperativa Mdica;RUA ALEXANDRE MATTAR;137;;SO DIOGO;Tefilo Otoni;MG;39803075;33.0;35291100.0;35291100.0;relacionamento.ans@unimedtv.coop.br;DIONIR MARCOS SILVA DE SIQUEIRA;DIRETOR PRESIDENTE;5.0;1998-12-17
353353;7241136000132;UNIMED TERESINA - COOPERATIVA DE TRABALHO MDICO;UNIMED TERESINA;Cooperativa Mdica;RUA SO JOO;1262;;CENTRO;Teresina;PI;64001360;;;;assuntosregulatorios@unimedteresina.com.br;NEWTON NUNES DE LIMA FILHO;PRESIDENTE;5.0;1998-12-21
359033;42855999000109;UNIMED TRS CORAES COOPERATIVA DE TRABALHO MDICO LTDA.;UNIMED TRS CORAES COOPERATIVA DE TRABALHO MDICO LTDA.;Cooperativa Mdica;AV. DR.MOACIR REZENDE;358;;CENTRO;Trs Coraes;MG;37410000;35.0;32396000.0;32396009.0;unimedtc@unimedtc.coop.br;WESLEY SEMBOLONI BITENCOURT;DIRETOR PRESIDENTE;5.0;1998-12-18
364070;64388812000139;UNIMED TRS PONTAS - COOPERATIVA DE TRABALHO MDICO;UNIMED TRS PONTAS - COOPERATIVA DE TRABALHO MDICO;Cooperativa Mdica;RUA BARO DA BOA ESPERANA;256;;CENTRO;Trs Pontas;MG;37190000;35.0;32668000.0;;unimedtp@unimedtrespontas.coop.br;DLSON LAMAITA MIRANDA;DIRETOR PRESIDENTE;5.0;1998-12-18
337498;946953000147;UNIMED TRS RIOS COOPERATIVA DE TRABALHO MDICO;UNIMED TRS RIOS;Cooperativa Mdica;RUA DR BERNARDO BELLO;63;;CENTRO;Trs Rios;RJ;25804030;24.0;22516262.0;22516261.0;regulacao@unimedtr.coop.br;FABIO NASSER MONNERAT;DIRETOR PRESIDENTE;5.0;1998-12-21
354066;17774738000109;UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.;UNIMED UBERABA LTDA.;Cooperativa Mdica;RUA ALAOR PRATA;294;;CENTRO;Uberaba;MG;38015010;34.0;33182220.0;33182200.0;contatoans@unimeduberaba.com.br;REYNALDO ADOLFO MARTINS DA COSTA MIRANDA;REPRESENTANTE;5.0;1998-12-17
384577;17790718000121;UNIMED UBERLNDIA COOPERATIVA REGIONAL TRABALHO MDICO LTDA;UNIMED UBERLNDIA;Cooperativa Mdica;AVENIDA JOAO PINHEIRO ;639;;CENTRO;Uberlndia;MG;38400126;34.0;32396900.0;;secretariadegovernanca@unimeduberlandia.coop.br;CHRISTIAN BERTARINI MARQUES;PRESIDENTE;5.0;1998-12-16
335541;92128610000193;UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTNCIA  SADE LTDA.;UNIMED VALE DAS ANTAS, RS - SOC COOP DE SERVIOS MDICOS LTD;Cooperativa Mdica;AV. JULIO DE CASTILHOS;135;;CENTRO;Nova Prata;RS;95320970;54.0;32420029.0;;gerencia@unimedvaledasantas.coop.br;VALMOR CAPPELLARI CUSTODIO;REPRESENTANTE;5.0;1998-12-22
359289;16991945000152;UNIMED VALE DO AO COOPERATIVA DE TRABALHO MDICO;UNIMED VALE DO AO COOPERATIVA DE TRABALHO MDICO;Cooperativa Mdica;Rubens Siqueira Maia;2030;Anexo Operadora;Bairro Centro;Coronel Fabriciano;MG;35170460;31.0;21362287.0;21362201.0;regulatorio@unimedvaledoaco.coop.br;ERICO RAIMUNDO GUIMARAES FANTINI;DIRETOR PRESIDENTE;5.0;1998-12-16
337561;86483542000188;UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED VALE DO CARANGOLA;Cooperativa Mdica;PRAA CORONEL MAXIMIANO;33;;CENTRO;Carangola;MG;36800000;;;;gerencia@unimedcarangola.coop.br;SAULO DE OLIVEIRA PEREIRA;DIRETOR PRESIDENTE;5.0;1998-12-17
313211;87306361000149;UNIMED VALE DO CA/RS - COOPERATIVA DE ASSISTNCIA  SADE LTDA.;UNIMED VALE DO CA;Cooperativa Mdica;RUA OSVALDO ARANHA;1315;;CENTRO;Montenegro;RS;95780000;51.0;36498900.0;36498900.0;secretariaexecutiva@unimedvaledocai.com.br;EVERTON MACHADO BOCHI;REPRESENTANTE;5.0;1998-12-22
302228;747041000146;UNIMED VALE DO CORUMB COOPERATIVA DE TRABALHO MEDICO;UNIMED VALE DO CORUMBA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Mdica;RUA 13 DE MAIO;13;;SETOR GUANABARA;Ipameri;GO;75780000;64.0;34911735.0;34911735.0;weslei@unimedvaledocorumba.coop.br;ALESSANDRO DE SOUZA ROSA;DIRETOR PRESIDENTE;5.0;1998-12-24
370975;70523899000102;UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MDICO;UNIMED;Cooperativa Mdica;RUA GERMANO GREVE;734;;CENTRO;Mirassol d'Oeste;MT;78280000;65.0;32415200.0;;marcia@unimedvaledojauru.com.br;TERESINHA APARECIDA NUNES DA CUNHA ;DIRETORA PRESIDENTE;5.0;1998-12-28
334511;1773319000112;UNIMED VALE DO PARABA - FEDERAO INTRAFEDERATIVA DAS COOPERATIVAS MDICAS;UNIMED - INTRAFEDERATIVA DO VALE DO PARABA;Cooperativa Mdica;RUA VISCONDE DE PINDAMONHANGABA;100;;JARDIM BOA VISTA;Pindamonhangaba;SP;12401011;12.0;21262400.0;;diretoria@unimedvaledoparaiba.coop.br;JULIO CESAR TEIXEIRA AMADO ;DIRETOR PRESIDENTE;5.0;1998-12-28
308811;80525652000189;UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MDICO VALE DO PIQUIRI ;UNIMED VALE DO PIQUIRI;Cooperativa Mdica;RUA IPIRANGA;962;;CENTRO;Palotina;PR;85950000;44.0;36495251.0;;palotina@unimedpr.com.br;SRGIO MOROZOWSKI;DIRETOR PRESIDENTE;5.0;1998-12-17
314099;2597394000132;UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MDICO;;Cooperativa Mdica;RUA JOS CORSINO;486;W;CENTRO;Tangar da Serra;MT;78300000;65.0;33391000.0;33391000.0;secretaria@unimed531.coop.br;RICARDO ANTONIO GONSALES;DIRETOR PRESIDENTE;5.0;1998-12-28
356417;88258884000120;UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTNCIA  SADE LTDA;UNIMED (RS) VALE DO SINOS;Cooperativa Mdica;RUA TUPI ;962;;CENTRO;Novo Hamburgo;RS;93320050;51.0;35841800.0;35841800.0;regulamentacao@vs.unimed.com.br;ADEMAR EDGAR TREIN;VICE PRESIDENTE TC E DE RELACIONAMENTO ;5.0;1998-12-21
323268;40853020000120;UNIMED VALE DO SO FRANCISCO COOPERATIVA DE TRABALHO MDICO;UNIMED VALE DO SO FRANCISCO ;Cooperativa Mdica;RUA DO COLISEU;123;;CENTRO;Petrolina;PE;56302390;87.0;38667942.0;;unimedvsf@unimedvsf.coop.br;FRANCISCO OTAVIANO DE AMORIM VIANA;DIRETOR PRESIDENTE;5.0;1998-12-23
311057;1371135000126;UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED VALE DO URUCUIA;Cooperativa Mdica;RUA RONCADOR;327;;CENTRO;Una;MG;38610019;38.0;36764804.0;36764804.0;mariajose@unimedvale.com.br;CARLOS EDUARDO VILELA BROSTEL;DIRETOR PRESIDENTE;5.0;1998-12-17
344729;17845504000105;UNIMED VARGINHA COOPERATIVA DE TRABALHO MDICO;UNIMED VARGINHA COOPERATIVA DE TRABALHO MDICO;Cooperativa Mdica;Rua Irmo Mrio Esdras;200;;Vila Pinto;Varginha;MG;37010660;35.0;36907000.0;36907033.0;ans@unimedvarginha.coop.br;PAULO ROBERTO MAGALHES SWERTS;DIRETOR PRESIDENTE;5.0;1998-12-18
317896;71499792000139;UNIMED VERTENTE DO CAPARA - COOPERATIVA DE TRABALHO MDICO LTDA;UNIMED VERTENTE DO CAPARA;Cooperativa Mdica;RUA MAESTRO FILOMENO DOS SANTOS;109;;CENTRO;Manhuau;MG;36900000;33.0;33394444.0;;diretoria@unimedvc.com.br;ROBSON DA SILVEIRA;DIRETOR PRESIDENTE;5.0;1998-12-17
342131;1659087000176;UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED VILHENA;Cooperativa Mdica;AV. CAPITO CASTRO;4376;PREDIO;CENTRO;Vilhena;RO;76980010;69.0;33162600.0;;nilza.bernardes@unimedvilhena.coop.br;ELCIO CARLOS ROSSI;PRESIDENTE;5.0;1998-12-23
357391;27578434000120;UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO;UNIMED VITORIA;Cooperativa Mdica;AV. CESAR HILAL;700;3 E 4 ANDARES;BENTO FERREIRA;Vitria;ES;29050903;27.0;33344329.0;33253157.0;coans@unimedvx.com.br;FABIANO PIMENTEL PEREIRA;DIRETOR PRESIDENTE;5.0;1998-12-16
314587;66343534000129;UNIMED VIOSA - COOPERATIVA DE TRABALHO MDICO;UNIMED SERRAS DE MINAS;Cooperativa Mdica;RUA GOMES BARBOSA;70;LOJA 02;CENTRO;Viosa;MG;36570101;31.0;38914750.0;38914750.0;thiago.barroso@unimedserrasdeminas.com.br;RENATO PAIVA DEL GIDICE ;DIRETOR PRESIDENTE;5.0;1998-12-17
393321;42163881000101;UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO;UNIMED RIO COOPERATIVA DE TRABALHO MEDICO DO RJ LTDA;Cooperativa Mdica;AV. AYRTON SENNA;2500;BL 01, SL 404/408, BL 03, SL 101/109, SS;BARRA DA TIJUCA;Rio de Janeiro;RJ;22775003;21.0;31397999.0;31397893.0;controlad@unimedrio.com.br;DENISE DE ABREU DURO;DIRETOR PRESIDENTE;4.0;1998-12-16
343731;28630531000187;UNIMED-SO GONALO - NITERI - SOC.COOP.SERV.MED E HOSP LTDA;UNIMED LESTE FLUMINENSE;Cooperativa Mdica;RUA DR.BORMAN;51;11 andar;CENTRO;Niteri;RJ;24020320;21.0;21096135.0;21096139.0;contabilans2@niteroi.unimed.com.br;LUIS GUILHERME TEIXEIRA DOS SANTOS;DIRETOR PRESIDENTE;5.0;1998-12-28
414891;1141489000184;UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIO AGRESTE DO ESTADO DE PERNAMBUCO;UNIODONTO CARUARU;Cooperativa odontolgica;RUA RDIO CLUBE DE PERNAMBUCO;88;;MAURCIO DE NASSAU;Caruaru;PE;55012530;;;;uniodontocaruaru@hotmail.com;RNIO DE MEDEIROS GALINDO;PRESIDENTE;5.0;2004-05-21
403512;2988689000130;UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLGICO LTDA;UNIODONTO ARAPIRACA;Cooperativa odontolgica;RUA PADRE JEFERSON DE CARVALHO;43;;ALTO DO CRUZEIRO;Arapiraca;AL;57312480;82.0;35222383.0;35223429.0;uniodonto@uniodontoarapiraca.com.br;CLAUDIA VALERIA LIRA BARBOSA ;REPRESENTANTE LEGAL;5.0;1999-04-14
340120;390564000188;UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLGICA;UNIODONTO DE JABOTICABAL;Cooperativa odontolgica;RUA SANTO ANDR;340;;NOVA JABOTICABAL;Jaboticabal;SP;14887030;16.0;32021601.0;32021601.0;joaoleonardo@uniodontoathenas.coop.br;JOO LEONARDO DELLA LIBERA FILHO;VICE-PRESIDENTE DE ADMINISTRAO E FINAN;5.0;1998-12-16
383929;629608000180;UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA;UNIODONTO BAHIA SUL;Cooperativa odontolgica;AVENIDA SOARES LOPES;386;;CENTRO;Ilhus;BA;45653005;73.0;36347050.0;36347050.0;gerenciaadm@uniodontobahiasul.com.br;LUCIANO MOREIRA TAVARES;PRESIDENTE;5.0;1999-02-02
327093;66095423000140;UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLGICA;UNIODONTO ;Cooperativa odontolgica;RUA VICENTE PASCHOAL;1261;;CENTRO;Bebedouro;SP;14700340;17.0;33440700.0;33440700.0;adm@uniodontobebedouro.coop.br;JOO PAULO TOLLER;PRESIDENTE;5.0;1998-12-17
368555;15308521000188;UNIODONTO BELM - COOPERATIVA DE ASSISTNCIA  SADE ODONTOLGICA;UNIODONTO;Cooperativa odontolgica;AV GENTIL BITTENCOURT;1212;;NAZAR;Belm;PA;66040000;91.0;32024140.0;;uniodopa@uniodontobelem.com.br;ARIOSTO MARIA CHAVES DIAS;PRESIDENTE;5.0;1998-12-29
353752;87303772000180;UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA;UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA;Cooperativa odontolgica;AV. JLIO DE CASTILHOS;745;SALA 204;CENTRO;Lajeado;RS;95900000;5.0;137143444.0;;admsc@uniodontovtrp.com.br;DITMAR ARY KUHN;PRESIDENTE;5.0;1998-12-18
343919;1751280000132;UNIODONTO COOPERATIVA ODONTOLGICA DO SERID LTDA;UNIODONTO DO SERID;Cooperativa odontolgica;RUA SENADOR JOS BERNARDO ;663;;CENTRO;Caic;RN;59300000;84.0;34211477.0;844173799.0;uniodontoserido@terra.com.br;MARCO POLO AYRES DO RGO;PRESIDENTE;6.0;1998-12-30
347604;69015113000167;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLGICA;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLGICA;Cooperativa odontolgica;RUA PADRE ANCHIETA;105;VILA PAVAN;CENTRO;Americana;SP;13465000;19.0;34616728.0;34611430.0;uniodontoamer@uol.com.br;SILNEY MARCOS BERALDO;PRESIDENTE;5.0;1998-12-17
349283;32844169000114;UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO;UNIODONTO DE ARACAJU COOPERATIVA DE TRABALHO ODONTOLOGICO;Cooperativa odontolgica;RUA JOVENTINA ALVES;265;;SALGADO FILHO;Aracaju;SE;49020330;79.0;40095454.0;40095450.0;uniodont@infonet.com.br;LIOMAR MARIA DE OLIVEIRA QUARANTA;PRESIDENTE;6.0;1998-12-18
316997;65442162000125;UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLGICA;UNIODONTO DE ARARAQUARA;Cooperativa odontolgica;RUA VOLUNTARIOS DA PATRIA;1947;;CENTRO;Araraquara;SP;14801320;16.0;33321700.0;33037131.0;araraquara@uniodontoararaquara.com.br;GUSTAVO LORIA LEONI;PRESIDENTE;5.0;1998-12-16
362824;1856688000179;UNIODONTO DE ARAATUBA COOPERATIVA ODONTOLOGICA;UNIODONTO ARACATUBA;Cooperativa odontolgica;RUA GENERAL OSRIO;310;;CENTRO;Araatuba;SP;16010290;18.0;31175271.0;31175273.0;uniodontoaracatuba@terra.com.br;PAULO CEZAR BATAGELO;PRESIDENTE;5.0;1998-12-21
311669;14922000158;UNIODONTO DE AVARE COOPERATIVA ODONTOLGICA;UNIODONTO DE AVARE;Cooperativa odontolgica;RUA DISTRITO FEDERAL;1001;;CENTRO;Avar;SP;18700160;14.0;37322303.0;;uniodontoavare@uol.com.br;WALDIR CSAR DE SOUZA;PRESIDENTE;5.0;1998-12-16
347477;1946395000182;UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA;UNIODONTO BOTUCATU;Cooperativa odontolgica;RUA JOAO PASSOS;1310;;CENTRO;Botucatu;SP;18600040;;;;uniodontobotu@uol.com.br;SERGIO HENRIQUE BAUER;PRESIDENTE;5.0;1998-12-16
347302;22130000125;UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA;UNIODONTO;Cooperativa odontolgica;RUA CEL JOO  DIAS GUIMARES;20;;CENTRO;Caapava;SP;12281350;12.0;36525619.0;36525373.0;uniodontocacapava@gmail.com;MARIA ANGELICA GIOVANELLI;SUPERINTENDENTE;5.0;1998-12-16
350494;51304798000104;UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLGICA;UNIODONTO DE CAMPINAS;Cooperativa odontolgica;AV BRASIL;200;;VILA ITAPURA;Campinas;SP;13023075;19.0;33224000.0;33224006.0;jsilva@uniodontocampinas.com.br;VLADIMIR BORIN PACHECO JUNIOR;PRESIDENTE;5.0;1998-12-16
347183;3511888000115;UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT.;UNIODONTO MATO GROSSO DO SUL;Cooperativa odontolgica;RUA ANTONIO MARIA COELHO;1463;;CENTRO;Campo Grande;MS;79002221;67.0;30298040.0;30298040.0;unicgde@terra.com.br;FERNANDO JAIME CAVALLI;PRESIDENTE;3.0;1998-12-21
402516;3005846000102;UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA;UNIODONTO DE CAMPOS COOPERATIVA ODONTOLOGICA;Cooperativa odontolgica;RUA SALDANHA MARINHO;416;LOJA 218;CENTRO;Campos dos Goytacazes;RJ;28010270;17.0;33435086.0;27334321.0;gerencia@uniodontocampos.com.br;MARCOS LINCOLN DE SOUZA MUNIZ JUNIOR;PRESIDENTE;5.0;1999-03-24
354686;855599000145;UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLGICA;UNIODONTO DE CATANDUVA;Cooperativa odontolgica;PRAA 9 DE JULHO;141;;CENTRO;Catanduva;SP;15800225;17.0;35232516.0;35232516.0;uniodonto@uniodontocatanduva.com.br;JOS EDUARDO HADDAD;PRESIDENTE;5.0;1998-12-16
400556;16325896000119;UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLGICO DE FEIRA DE SANTANA RESP LIMITADA;UNIODONTO FEIRA DE SANTANA;Cooperativa odontolgica;RUA CASTRO ALVES;1511;2 andar , sala 208 - Edifcio Meritum C;CENTRO;Feira de Santana;BA;44001184;;;;uniodontofs@ig.com.br;CAMILA DOREA FERNANDES SILVA;DIRETORA PRESIDENTE;6.0;1999-02-13
301647;2015569000156;UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA;;Cooperativa odontolgica;AV DOS ARNALDOS;830;TERREO;CENTRO;Fernandpolis;SP;15600000;17.0;91663484.0;34626000.0;uniodontofer@terra.com.br;EDUARDO HAMILTON DAVILA;PRESIDENTE;5.0;1998-12-16
335258;23725062000166;UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA;UNIODONTO DE FORTALEZA;Cooperativa odontolgica;RUA  COSTA BARROS;915;;CENTRO;Fortaleza;CE;60160280;85.0;40095442.0;40095442.0;contabil@uniodonto-ce.com.br;MARLIO XIMENES CARLOS;DIRETOR PRESIDENTE;3.0;1998-12-29
309257;2085247000183;UNIODONTO DE JALES - COOPERATIVA ODONTOLGICA;;Cooperativa odontolgica;RUA SETE;2444;;CENTRO;Jales;SP;15700000;17.0;36322293.0;36322293.0;uniodontojales@terra.com.br;FLAVIA MARTIM;VOGAL;5.0;1998-12-17
361569;12923462000160;UNIODONTO DE JOO PESSOA COOPERATIVA ODONTOLGICA;UNIODONTO JOAO PESSOA;Cooperativa odontolgica;AV. DUARTE DA SILVEIRA;541;;CENTRO;Joo Pessoa;PB;58013280;83.0;21075858.0;;uniodontojp@uniodontojp.com.br;TERTULIANO BRITO NETO;DIRETOR PRESIDENTE;5.0;1998-12-17
347795;59527440000144;UNIODONTO DE JUNDIA COOPERATIVA ODONTOLGICA;UNIODONTO DE JUNDIA;Cooperativa odontolgica;RUA PETRONILHA ANTUNES;211;;CENTRO;Jundia;SP;13201080;1.0;148059999.0;148059999.0;gerencia@uniodontojundiai.com.br;JOSE CLOVIS TOMAZZONI DE OLIVEIRA;PRESIDENTE;5.0;1998-12-16
369462;63062350000100;UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLGICA;UNIODONTO DE LIMEIRA;Cooperativa odontolgica;RUA TREZE DE MAIO;70;;JARDIM MERCEDES;Limeira;SP;13480171;19.0;34427899.0;34427899.0;gerencia@uniodontolimeira.com.br;JOSEMARY APARECIDA PAER DE BARROS CAMARGO;DIRETORA DE OPERAES;5.0;1998-12-17
344681;847821000168;UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA;UNIODONTO DE LINS COOPERATIVA ODONTOLGICA;Cooperativa odontolgica;RUA PEDRO DE TOLEDO;880;;CENTRO;Lins;SP;16400106;14.0;35235252.0;;gerencia@uniodontolins.com.br;ADRIANA MOYA MARTELLI;PRESIDENTE;5.0;1998-12-16
350770;82239476000144;UNIODONTO DE LONDRINA COOP. ODONTOLGICA;UNIODONTO DE LONDRINA COOP. ODONTOLGICA;Cooperativa odontolgica;RUA PAES LEME;956;;JARDIM AMERICA;Londrina;PR;86010610;43.0;33057000.0;33057000.0;claudio@uniodontolondrina.coop.br;MARCELO FANECO FONTANA;DIRETOR PRESIDENTE;5.0;1999-01-06
311391;23031479000129;UNIODONTO DE MANAUS - COOPERATIVA ODONTOLGICA LTDA.;UNIODONTO MANAUS;Cooperativa odontolgica;RUA LEONARDO MALCHER;598;;CENTRO;Manaus;AM;69010170;92.0;21260600.0;;atendimento@uniodontomao.com.br;MICHELE PASCHOALOTTI LEMOS;DIRETORA EXECUTIVA;6.0;1998-12-22
343404;37496767000163;UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA;UNIODONTO MATO GROSSO;Cooperativa odontolgica;AV. GENERAL MELLO;448;;DOM AQUINO;Cuiab;MT;78015300;65.0;36176500.0;36176523.0;adm@uniodontomt.com.br;ERNESTO FARIA DE FIGUEIREDO JUNIOR;DIRETOR PRESIDENTE;3.0;1998-12-28
336238;1592738000158;UNIODONTO DE MONTE ALTO COOPERATIVA ODONTOLOGICA;UNIODONTO DE MONTE ALTO;Cooperativa odontolgica;RUA GUSTAVO DE GODOY;597;;CENTRO;Monte Alto;SP;15910000;16.0;32425776.0;32432772.0;uniodontoma@uol.com.br;ADRIEN CSAR GATO;PRESIDENTE;6.0;1998-12-16
331104;2064028000118;UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA;UNIODONTO PINDAMONHANGABA;Cooperativa odontolgica;PRAA PADRE JOO FARIA FIALHO;51;;CENTRO;Pindamonhangaba;SP;12400190;12.0;36446000.0;;uniodontopinda@uniodontopinda.com.br;ACLIA APARECIDA CSAR LOURENO;PRESIDENTE;5.0;1998-12-17
336017;172586000171;UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA;UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLGICA;Cooperativa odontolgica;AVENIDA CORONEL JOS SOARES MARCONDES;454;;VILA MACHADINHO;Presidente Prudente;SP;19020120;18.0;39017764.0;39017765.0;uniodonto@uniodontoprudente.com.br;EDUARDO MITSUO OTIAI;DIRETOR PRESIDENTE;5.0;1998-12-17
305740;24125122000172;UNIODONTO DE RECIFE - COOPERATIVA ODONTOLGICA;UNIODONTO DE RECIFE - COOPERATIVA ODONTOLGICA;Cooperativa odontolgica;RUA MONTEVIDU;172;SALA 902 - EMPRESARIAL DESEMBARGADOR  PE;BOA VISTA;Recife;PE;50050250;81.0;33661888.0;33661875.0;anayramaltez@uniodontorecife.com.br;ANAYRA SILVANA DA CUNHA MALTEZ;DIRETORA PRESIDENTE;5.0;1998-12-18
403997;2948490000188;UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLGICA LTDA.;UNIODONTO - AC;Cooperativa odontolgica;AV. CEAR;2219;;DOM GIOCONDO;Rio Branco;AC;69900303;68.0;21026500.0;;uniodonto@uniodontoacre.com.br;EDIANA DE FTIMA MELO MAGELA;PRESIDENTE;6.0;1999-04-28
349011;96609292000133;UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA;UNIODONTO DE RIO CLARO;Cooperativa odontolgica;RUA 2;918;AVS.3 E 5;CENTRO;Rio Claro;SP;13500150;19.0;35246475.0;35248738.0;uniodontorc@uniodontorc.com.br;ROSANGELA DA SILVEIRA FREITAS;PRESIDENTE;5.0;1998-12-17
336025;2742094000108;UNIODONTO DE RONDONIA COOPERATIVA LTDA.;UNIODONTO DE RONDNIA;Cooperativa odontolgica;RUA JAMARY ;1783;;PEDRINHAS;Porto Velho;RO;76801492;69.0;32233320.0;32233315.0;gerencia@uniodontorondonia.com.br;DIMAS RIBEIRO DA FONSECA JUNIOR;PRESIDENTE;6.0;1998-12-29
310107;13416391000171;UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLGICO LTDA.;UNIODONTO SALVADOR;Cooperativa odontolgica;RUA FRANCISCO GONALVES;01;SALA 205/206;COMERCIO;Salvador;BA;40015090;71.0;40099696.0;;adm@uniodontosalvador.com.br;OTAILDO CONCEIO DE OLIVEIRA;PRESIDENTE;6.0;1999-01-04
378682;1221295000199;UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLGICA;UNIODONTO SO JOS DO RIO PARDO;Cooperativa odontolgica;AVENIDA INDEPENDNCIA;05;;CENTRO;So Jos do Rio Pardo;SP;13720000;19.0;36816729.0;36814229.0;financeiro@uniodontosjrpardo.com.br;ADRIANO CALSONE;PRESIDENTE;5.0;1998-12-16
342203;2338268000163;UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS;UNIODONTO ADMINISTRADORA;Cooperativa odontolgica;RUA VITRIA;123;CASA;CENTRO;Blumenau;SC;89010250;47.0;30378000.0;30378000.0;cpd@uniodontosc.com.br;RUBENS RENATO WEIDGENANT;PRESIDENTE;5.0;1998-12-18
